"name","dept","area","count","adjustedcount","year"
Ken Perlin,New York University,graph,1.0,0.5,1995
Renato Pajarola,University of Zurich,graph,1.0,0.333333333333,2003
Jessica K. Hodgins,Carnegie Mellon University,graph,2.0,0.576923076923,1997
Nancy S. Pollard,Carnegie Mellon University,graph,1.0,0.5,1997
Sonny Chan,University of Calgary,graph,1.0,0.5,2003
Ravi Ramamoorthi,University of California - San Diego,graph,1.0,0.5,1999
Henrik Wann Jensen,University of California - San Diego,graph,3.0,0.75,2001
Frédo Durand,Massachusetts Institute of Technology,graph,2.0,0.416666666667,2001
Julie Dorsey,Yale University,graph,3.0,0.75,2001
Peter Schröder,California Institute of Technology,graph,2.0,0.583333333333,2000
Frédo Durand,Massachusetts Institute of Technology,graph,1.0,0.25,2000
John C. Hart,University of Illinois at Urbana-Champaign,graph,1.0,0.5,1991
Thomas A. DeFanti,University of Illinois at Chicago,graph,1.0,0.5,1991
James F. O'Brien,University of California - Berkeley,graph,1.0,0.333333333333,2001
Henry Fuchs,University of North Carolina,graph,1.0,0.142857142857,1996
Brian Curless,University of Washington,graph,1.0,0.5,1996
Marc Levoy,Stanford University,graph,3.0,1.5,1996
Hans-Peter Seidel,Max Planck Institute,graph,4.0,1.03333333333,2003
Roger D. Hersch,EPFL,graph,1.0,0.5,1995
Paul E. Debevec,University of Southern California,graph,1.0,0.166666666667,2000
Jarek Rossignac,Georgia Institute of Technology,graph,1.0,0.333333333333,1992
Dani Lischinski,Hebrew University of Jerusalem,graph,2.0,0.45,1996
Seth J. Teller,Massachusetts Institute of Technology,graph,1.0,0.5,1993
Dani Lischinski,Hebrew University of Jerusalem,graph,1.0,0.333333333333,1993
Donald P. Greenberg,Cornell University,graph,1.0,0.333333333333,1993
Thomas W. Sederberg,Brigham Young University,graph,1.0,0.5,1984
Ketan Mulmuley,University of Chicago,graph,1.0,1.0,1989
Henry Fuchs,University of North Carolina,graph,1.0,0.333333333333,1992
Eugene Fiume,University of Toronto,graph,1.0,0.5,1995
Donald P. Greenberg,Cornell University,graph,1.0,0.333333333333,1987
Dani Lischinski,Hebrew University of Jerusalem,graph,1.0,0.333333333333,1994
Donald P. Greenberg,Cornell University,graph,1.0,0.333333333333,1994
Paul E. Debevec,University of Southern California,graph,1.0,0.166666666667,2002
Thomas W. Sederberg,Brigham Young University,graph,1.0,0.5,1995
Gary Bishop,University of North Carolina,graph,1.0,0.5,1998
Pierre Poulin,University of Montreal,graph,1.0,0.5,1990
Ronald M. Baecker,University of Toronto,graph,1.0,1.0,1976
Luca Cardelli,University of Oxford,graph,1.0,0.5,1985
Greg Turk,Georgia Institute of Technology,graph,1.0,1.0,1991
James D. Foley,Georgia Institute of Technology,graph,1.0,0.5,1981
Gabriel J. Brostow,University College London,graph,1.0,0.5,2001
Irfan A. Essa,Georgia Institute of Technology,graph,1.0,0.5,2001
Ronald Baecker,University of Toronto,graph,1.0,1.0,1979
Donald P. Greenberg,Cornell University,graph,2.0,1.0,1982
David A. Forsyth,University of Illinois at Urbana-Champaign,graph,1.0,0.5,2002
David H. Laidlaw,Brown University,graph,1.0,0.25,1995
Alan H. Barr,California Institute of Technology,graph,2.0,0.75,1995
Marc Levoy,Stanford University,graph,1.0,0.5,1993
David J. Kriegman,University of California - San Diego,graph,1.0,0.5,2003
John F. Hughes,Brown University,graph,2.0,0.392857142857,1999
Hanan Samet,University of Maryland - College Park,graph,1.0,0.5,1984
David E. Breen,Drexel University,graph,1.0,0.2,1991
Michael J. Wozny,Rensselaer Polytechnic Institute,graph,1.0,0.2,1991
John P. Lewis,Victoria University of Wellington,graph,1.0,0.333333333333,2000
Julie Dorsey,Yale University,graph,1.0,0.333333333333,1991
Donald P. Greenberg,Cornell University,graph,3.0,0.833333333333,1991
Paul E. Debevec,University of Southern California,graph,1.0,0.333333333333,1996
Camillo J. Taylor,University of Pennsylvania,graph,1.0,0.333333333333,1996
Jitendra Malik,University of California - Berkeley,graph,1.0,0.333333333333,1996
Donald P. Greenberg,Cornell University,graph,1.0,0.25,2002
Sumanta N. Pattanaik,University of Central Florida,graph,1.0,0.5,2003
Leonard McMillan,University of North Carolina,graph,1.0,0.5,1995
Greg Welch,University of North Carolina,graph,1.0,0.166666666667,1998
Henry Fuchs,University of North Carolina,graph,1.0,0.166666666667,1998
Marc Levoy,Stanford University,graph,1.0,0.333333333333,1980
Larry F. Hodges,Clemson University,graph,1.0,0.333333333333,1999
Nelson Max,University of California - Davis,graph,1.0,0.5,1980
Craig Gotsman,Technion - Israel Institute of Technology,graph,1.0,0.5,2000
Roger D. Hersch,EPFL,graph,1.0,0.333333333333,1994
Michiel van de Panne,University of British Columbia,graph,1.0,1.0,1993
Andries van Dam,Brown University,graph,1.0,0.5,1976
Brad A. Myers,Carnegie Mellon University,graph,1.0,1.0,1983
C. Karen Liu,Georgia Institute of Technology,graph,1.0,0.5,2002
Zoran Popovic,University of Washington,graph,3.0,1.03333333333,2002
Sumanta N. Pattanaik,University of Central Florida,graph,1.0,0.25,1996
Donald P. Greenberg,Cornell University,graph,1.0,0.25,1996
Paul E. Debevec,University of Southern California,graph,1.0,1.0,1998
Sumanta N. Pattanaik,University of Central Florida,graph,2.0,0.35,1997
Donald P. Greenberg,Cornell University,graph,3.0,0.6,1997
Steven M. Seitz,University of Washington,graph,1.0,0.5,1996
Charles R. Dyer,University of Wisconsin - Madison,graph,1.0,0.5,1996
Hanspeter Pfister,Harvard University,graph,1.0,0.25,2001
Gary W. Meyer,University of Minnesota,graph,1.0,0.5,2001
Arie E. Kaufman,Stony Brook University,graph,1.0,1.0,1978
Brad A. Myers,Carnegie Mellon University,graph,1.0,0.5,1986
Nelson L. Max,University of California - Davis,graph,1.0,0.333333333333,1987
Donald P. Greenberg,Cornell University,graph,1.0,0.25,1988
Greg Welch,University of North Carolina,graph,1.0,0.5,1997
Gary Bishop,University of North Carolina,graph,1.0,0.5,1997
Leonard McMillan,University of North Carolina,graph,1.0,0.2,2001
Steven J. Gortler,Harvard University,graph,3.0,0.783333333333,2001
William A. Barrett,Brigham Young University,graph,1.0,0.5,1995
Paul G. Kry,McGill University,graph,1.0,0.333333333333,2001
Dinesh K. Pai,University of British Columbia,graph,2.0,0.47619047619,2001
Marc Olano,University of Maryland - Baltimore County,graph,1.0,0.25,2000
Jessica K. Hodgins,Carnegie Mellon University,graph,2.0,0.433333333333,2000
Henry Fuchs,University of North Carolina,graph,2.0,0.833333333333,1979
Pat Hanrahan,Stanford University,graph,1.0,0.333333333333,1988
Brian Curless,University of Washington,graph,3.0,0.733333333333,2002
Bruce Randall Donald,Duke University,graph,1.0,0.166666666667,2000
Lorie Loeb,Dartmouth College,graph,1.0,0.166666666667,2000
Stephen Mann,University of Waterloo,graph,1.0,0.25,1991
Thomas W. Sederberg,Brigham Young University,graph,1.0,0.5,1986
Marc Levoy,Stanford University,graph,2.0,1.33333333333,1995
Nelson L. Max,University of California - Davis,graph,1.0,1.0,1979
Brian A. Barsky,University of California - Berkeley,graph,1.0,0.333333333333,1986
John P. Lewis,Victoria University of Wellington,graph,3.0,1.03333333333,2003
Ulrich Neumann,University of Southern California,graph,2.0,0.666666666667,2003
Zvi M. Kedem,New York University,graph,1.0,0.333333333333,1979
Roger D. Hersch,EPFL,graph,1.0,0.5,1991
Raanan Fattal,Hebrew University of Jerusalem,graph,1.0,0.333333333333,2002
Dani Lischinski,Hebrew University of Jerusalem,graph,1.0,0.333333333333,2002
Michael Werman,Hebrew University of Jerusalem,graph,1.0,0.333333333333,2002
Donald P. Greenberg,Cornell University,graph,1.0,0.25,1984
Jonathan Richard Shewchuk,University of California - Berkeley,graph,1.0,0.333333333333,2003
James F. O'Brien,University of California - Berkeley,graph,1.0,0.333333333333,2003
Donald P. Greenberg,Cornell University,graph,2.0,0.583333333333,1995
Xianfeng Gu,Stony Brook University,graph,1.0,0.333333333333,2002
Steven J. Gortler,Harvard University,graph,1.0,0.333333333333,2002
Dinesh Manocha,University of North Carolina,graph,1.0,0.25,1997
Eugene Fiume,University of Toronto,graph,1.0,0.5,1993
Alan H. Barr,California Institute of Technology,graph,1.0,0.333333333333,1990
Roger Crawfis,Ohio State University,graph,1.0,0.5,2003
Lance Williams,University of New Mexico,graph,1.0,0.25,2000
Adam Finkelstein,Princeton University,graph,3.0,0.75,2000
Ravi Ramamoorthi,University of California - San Diego,graph,1.0,0.5,2001
Pat Hanrahan,Stanford University,graph,5.0,1.26666666667,2001
Adam Finkelstein,Princeton University,graph,1.0,0.25,1998
Brian A. Barsky,University of California - Berkeley,graph,1.0,0.5,1984
Marc Levoy,Stanford University,graph,3.0,1.08333333333,2000
Demetri Terzopoulos,University of California - Los Angeles,graph,1.0,0.5,1988
Julie Dorsey,Yale University,graph,1.0,0.2,1999
Henrik Wann Jensen,University of California - San Diego,graph,1.0,0.2,1999
John F. Hughes,Brown University,graph,1.0,0.333333333333,1996
Lance Williams,University of New Mexico,graph,1.0,0.5,1993
Alan H. Barr,California Institute of Technology,graph,2.0,0.7,1993
Ken Perlin,New York University,graph,1.0,0.333333333333,2000
Craig S. Kaplan,University of Waterloo,graph,1.0,0.5,2000
David P. Dobkin,Princeton University,graph,1.0,0.25,1999
Hanan Samet,University of Maryland - College Park,graph,1.0,0.5,1985
Gershon Elber,Technion - Israel Institute of Technology,graph,1.0,0.5,1990
Elaine Cohen,University of Utah,graph,1.0,0.5,1990
Alan H. Barr,California Institute of Technology,graph,2.0,1.0,1988
Adam Finkelstein,Princeton University,graph,1.0,0.333333333333,1995
Thomas A. Funkhouser,Princeton University,graph,1.0,0.333333333333,1999
Kwan-Liu Ma,University of California - Davis,graph,1.0,0.2,2003
Peter Robinson 0001,University of Cambridge,graph,1.0,0.333333333333,1979
Ronald Fedkiw,Stanford University,graph,2.0,0.833333333333,2001
Daniel G. Aliaga,Purdue University,graph,1.0,0.5,2001
Elaine Cohen,University of Utah,graph,1.0,0.25,1999
Richard F. Riesenfeld,University of Utah,graph,1.0,0.25,1999
Demetri Terzopoulos,University of California - Los Angeles,graph,1.0,0.5,1994
Donald P. Greenberg,Cornell University,graph,1.0,0.5,1985
Mathieu Desbrun,California Institute of Technology,graph,1.0,0.5,2001
Allen Van Gelder,University of California - Santa Cruz,graph,1.0,0.5,1991
John F. Hughes,Brown University,graph,1.0,0.5,1995
Barbara Cutler,Rensselaer Polytechnic Institute,graph,1.0,0.2,2002
Julie Dorsey,Yale University,graph,1.0,0.2,2002
Leonard McMillan,University of North Carolina,graph,2.0,0.366666666667,2002
Matthias Müller,RWTH Aachen,graph,1.0,0.2,2002
David H. Laidlaw,Brown University,graph,2.0,0.366666666667,2003
Wolfgang Heidrich,University of British Columbia,graph,1.0,0.5,1999
Hans-Peter Seidel,Max Planck Institute,graph,1.0,0.5,1999
Marc Olano,University of Maryland - Baltimore County,graph,1.0,0.333333333333,1999
Pat Hanrahan,Stanford University,graph,1.0,1.0,1983
Seth J. Teller,Massachusetts Institute of Technology,graph,1.0,1.0,1992
Andries van Dam,Brown University,graph,1.0,0.333333333333,1977
Michael Gleicher,University of Wisconsin - Madison,graph,1.0,0.333333333333,2002
Peter Schröder,California Institute of Technology,graph,1.0,0.2,1998
David P. Dobkin,Princeton University,graph,1.0,0.2,1998
Avideh Zakhor,University of California - Berkeley,graph,1.0,0.5,2003
Przemyslaw Prusinkiewicz,University of Calgary,graph,1.0,0.333333333333,1993
Eric Mjolsness,University of California - Irvine,graph,1.0,0.333333333333,1993
Ken Perlin,New York University,graph,1.0,0.5,1993
Ming C. Lin,University of North Carolina,graph,1.0,0.333333333333,1996
Dinesh Manocha,University of North Carolina,graph,2.0,0.458333333333,1996
Steven M. Seitz,University of Washington,graph,1.0,0.2,2000
Michael A. Erdmann,Carnegie Mellon University,graph,1.0,0.2,2000
Zoran Popovic,University of Washington,graph,1.0,0.2,2000
Jitendra Malik,University of California - Berkeley,graph,1.0,0.5,1998
Przemyslaw Prusinkiewicz,University of Calgary,graph,2.0,0.666666666667,1992
Brian Curless,University of Washington,graph,3.0,0.392857142857,2000
Leif Kobbelt,RWTH Aachen,graph,1.0,0.25,2001
Norman I. Badler,University of Pennsylvania,graph,2.0,0.833333333333,1980
David A. Forsyth,University of Illinois at Urbana-Champaign,graph,1.0,0.5,2000
Thomas W. Sederberg,Brigham Young University,graph,1.0,0.5,1989
Thomas W. Sederberg,Brigham Young University,graph,1.0,0.25,1998
Ulrich Neumann,University of Southern California,graph,1.0,0.5,2001
Przemyslaw Prusinkiewicz,University of Calgary,graph,1.0,0.25,2001
Victor Milenkovic,University of Miami,graph,1.0,1.0,1996
Steven Feiner,Columbia University,graph,1.0,0.5,1991
Dimitris N. Metaxas,Rutgers University,graph,1.0,0.5,1997
Ergun Akleman,Texas A&M University,graph,1.0,0.333333333333,2003
Thomas W. Sederberg,Brigham Young University,graph,1.0,0.5,1978
Norman I. Badler,University of Pennsylvania,graph,1.0,0.333333333333,2002
Steven W. Zucker,Yale University,graph,1.0,0.5,1981
Irfan A. Essa,Georgia Institute of Technology,graph,1.0,0.25,2000
Adam Finkelstein,Princeton University,graph,1.0,0.5,1994
James F. O'Brien,University of California - Berkeley,graph,1.0,0.333333333333,2000
James F. O'Brien,University of California - Berkeley,graph,2.0,1.0,1999
Jessica K. Hodgins,Carnegie Mellon University,graph,1.0,0.5,1999
Daniel Cohen-Or,Tel Aviv University,graph,1.0,0.333333333333,2000
Nelson L. Max,University of California - Davis,graph,1.0,0.5,1975
Stephen R. Marschner,Cornell University,graph,1.0,0.333333333333,2002
Ronald Fedkiw,Stanford University,graph,3.0,1.0,2002
Anselmo Lastra,University of North Carolina,graph,1.0,0.25,2003
Henry Fuchs,University of North Carolina,graph,1.0,0.25,2003
Marc Levoy,Stanford University,graph,1.0,1.0,1977
Frederick P. Brooks Jr.,University of North Carolina,graph,1.0,0.25,2002
Demetri Terzopoulos,University of California - Los Angeles,graph,1.0,0.5,1989
Wm. Randolph Franklin,Rensselaer Polytechnic Institute,graph,1.0,1.0,1980
John P. Lewis,Victoria University of Wellington,graph,1.0,1.0,1984
Seth J. Teller,Massachusetts Institute of Technology,graph,1.0,0.25,1994
Thomas A. Funkhouser,Princeton University,graph,1.0,0.25,1994
Pat Hanrahan,Stanford University,graph,2.0,0.583333333333,1994
Jinxiang Chai,Texas A&M University,graph,1.0,0.2,2002
Jessica K. Hodgins,Carnegie Mellon University,graph,2.0,0.45,2002
Nancy S. Pollard,Carnegie Mellon University,graph,1.0,0.2,2002
Denis Zorin,New York University,graph,1.0,0.333333333333,2001
Gary W. Meyer,University of Minnesota,graph,1.0,0.5,1998
Pat Hanrahan,Stanford University,graph,2.0,0.5,1998
Adam Finkelstein,Princeton University,graph,1.0,0.333333333333,1996
Paul E. Debevec,University of Southern California,graph,1.0,0.111111111111,2003
Alan H. Barr,California Institute of Technology,graph,1.0,0.5,1989
Eitan Grinspun,Columbia University,graph,1.0,0.333333333333,2002
Peter Schröder,California Institute of Technology,graph,1.0,0.333333333333,2002
Randal C. Nelson,University of Rochester,graph,1.0,0.5,1986
Hanan Samet,University of Maryland - College Park,graph,1.0,0.5,1986
Sumanta N. Pattanaik,University of Central Florida,graph,1.0,0.25,1998
Donald P. Greenberg,Cornell University,graph,1.0,0.25,1998
Andries van Dam,Brown University,graph,1.0,0.25,1980
Ren Ng,University of California - Berkeley,graph,1.0,0.142857142857,2002
Pierre Poulin,University of Montreal,graph,1.0,0.5,1996
Donald S. Fussell,University of Texas at Austin,graph,1.0,0.5,1989
Daniel F. Keefe,University of Minnesota,graph,1.0,0.166666666667,2003
Przemyslaw Prusinkiewicz,University of Calgary,graph,1.0,0.5,2003
Chandrajit L. Bajaj,University of Texas at Austin,graph,1.0,0.333333333333,1995
Anil N. Hirani,University of Illinois at Urbana-Champaign,graph,1.0,0.5,1996
John F. Hughes,Brown University,graph,1.0,0.5,1993
Szymon Rusinkiewicz,Princeton University,graph,1.0,0.333333333333,2002
Marc Levoy,Stanford University,graph,1.0,0.333333333333,2002
Nelson L. Max,University of California - Davis,graph,1.0,1.0,1981
Donald P. Greenberg,Cornell University,graph,1.0,0.5,1989
Norman I. Badler,University of Pennsylvania,graph,1.0,0.5,1978
Ruzena Bajcsy,University of California - Berkeley,graph,1.0,0.5,1978
Markus H. Gross,ETH Zurich,graph,1.0,0.166666666667,1996
Denis Zorin,New York University,graph,1.0,0.5,1995
Julie Dorsey,Yale University,graph,2.0,0.833333333333,1996
Pat Hanrahan,Stanford University,graph,3.0,1.33333333333,1996
Przemyslaw Prusinkiewicz,University of Calgary,graph,1.0,0.166666666667,1998
Jessica K. Hodgins,Carnegie Mellon University,graph,1.0,0.25,1995
James F. O'Brien,University of California - Berkeley,graph,1.0,0.25,1995
Zoran Popovic,University of Washington,graph,1.0,0.5,1999
Doug L. James,Stanford University,graph,1.0,0.142857142857,2001
John C. Hart,University of Illinois at Urbana-Champaign,graph,1.0,0.333333333333,1989
Stephen R. Marschner,Cornell University,graph,1.0,0.25,2001
Dimitris N. Metaxas,Rutgers University,graph,1.0,0.333333333333,1998
Matthew Stone,Rutgers University,graph,1.0,0.333333333333,1998
Sumanta N. Pattanaik,University of Central Florida,graph,1.0,0.333333333333,1999
Donald P. Greenberg,Cornell University,graph,2.0,0.666666666667,1999
Ronald Baecker,University of Toronto,graph,1.0,0.333333333333,1981
Michael M. Kazhdan,Johns Hopkins University,graph,1.0,0.166666666667,2000
Thomas A. Funkhouser,Princeton University,graph,1.0,0.166666666667,2000
Arie E. Kaufman,Stony Brook University,graph,1.0,0.2,1997
Greg Turk,Georgia Institute of Technology,graph,1.0,1.0,2001
Henry Fuchs,University of North Carolina,graph,1.0,0.333333333333,1983
Dinesh K. Pai,University of British Columbia,graph,1.0,0.333333333333,2003
Greg Turk,Georgia Institute of Technology,graph,2.0,0.625,1996
Norman I. Badler,University of Pennsylvania,graph,1.0,0.333333333333,1979
Nina Amenta,University of California - Davis,graph,1.0,0.333333333333,1998
Pat Hanrahan,Stanford University,graph,2.0,1.0,1990
Norman I. Badler,University of Pennsylvania,graph,1.0,0.5,1985
Frédo Durand,Massachusetts Institute of Technology,graph,1.0,0.333333333333,1997
James D. Foley,Georgia Institute of Technology,graph,1.0,0.333333333333,1979
Gabor T. Herman,CUNY,graph,1.0,0.333333333333,1980
Brian Curless,University of Washington,graph,1.0,0.2,2001
Ian H. Witten,University of Waikato,graph,1.0,0.333333333333,1989
Sumanta N. Pattanaik,University of Central Florida,graph,1.0,0.25,2000
Jack Tumblin,Northwestern University,graph,1.0,0.25,2000
Donald P. Greenberg,Cornell University,graph,2.0,0.583333333333,2000
Alexei A. Efros,University of California - Berkeley,graph,1.0,0.5,2001
William T. Freeman,Massachusetts Institute of Technology,graph,1.0,0.5,2001
Henry Fuchs,University of North Carolina,graph,1.0,0.1,1989
Greg Turk,Georgia Institute of Technology,graph,1.0,0.1,1989
Frederick P. Brooks Jr.,University of North Carolina,graph,1.0,0.25,1990
Nelson L. Max,University of California - Davis,graph,1.0,0.5,1985
Peter Schröder,California Institute of Technology,graph,1.0,0.333333333333,2001
Steven J. Gortler,Harvard University,graph,1.0,0.25,1996
Maneesh Agrawala,Stanford University,graph,1.0,0.5,2001
Daniel G. Aliaga,Purdue University,graph,1.0,0.5,1999
Pat Hanrahan,Stanford University,graph,1.0,0.5,1992
Szymon Rusinkiewicz,Princeton University,graph,2.0,0.583333333333,2000
James Davis,University of California - Santa Cruz,graph,1.0,0.0833333333333,2000
Arie E. Kaufman,Stony Brook University,graph,1.0,1.0,1987
Arie E. Kaufman,Stony Brook University,graph,1.0,0.5,1976
Steven J. Gortler,Harvard University,graph,1.0,0.333333333333,1994
James D. Foley,Georgia Institute of Technology,graph,1.0,0.25,1982
Christoph Bregler,New York University,graph,1.0,0.333333333333,1997
Karan Singh,University of Toronto,graph,1.0,0.5,1998
Eugene Fiume,University of Toronto,graph,1.0,0.5,1998
Demetri Terzopoulos,University of California - Los Angeles,graph,1.0,0.333333333333,1999
Eugene Fiume,University of Toronto,graph,1.0,0.5,1988
Mathieu Desbrun,California Institute of Technology,graph,1.0,0.333333333333,2002
Amitabh Varshney,University of Maryland - College Park,graph,1.0,0.125,1996
Pankaj K. Agarwal,Duke University,graph,1.0,0.125,1996
Frederick P. Brooks Jr.,University of North Carolina,graph,1.0,0.125,1996
Nelson L. Max,University of California - Davis,graph,1.0,1.0,1986
Blair MacIntyre,Georgia Institute of Technology,graph,1.0,0.5,1998
Steven Feiner,Columbia University,graph,1.0,0.5,1998
Maneesh Agrawala,Stanford University,graph,1.0,0.166666666667,1997
Maneesh Agrawala,Stanford University,graph,1.0,0.25,2000
Ravi Ramamoorthi,University of California - San Diego,graph,1.0,0.25,2000
Ari Rappoport,Hebrew University of Jerusalem,graph,1.0,0.5,1997
Stefan Gumhold,TU Dresden,graph,1.0,0.5,1998
Jessica K. Hodgins,Carnegie Mellon University,graph,1.0,0.5,1991
Demetri Terzopoulos,University of California - Los Angeles,graph,1.0,0.333333333333,1998
Seth J. Teller,Massachusetts Institute of Technology,graph,1.0,0.5,1991
Justine Cassell,Carnegie Mellon University,graph,1.0,0.333333333333,2001
Timothy W. Bickmore,Northeastern University,graph,1.0,0.333333333333,2001
Doug L. James,Stanford University,graph,1.0,0.5,1999
Dinesh K. Pai,University of British Columbia,graph,1.0,0.5,1999
Ulrich Neumann,University of Southern California,graph,1.0,0.5,2002
Leonidas J. Guibas,Stanford University,graph,1.0,0.5,1997
Victor Milenkovic,University of Miami,graph,1.0,0.5,2001
Gary W. Meyer,University of Minnesota,graph,1.0,0.5,1995
Bruce Gooch,Texas A&M University,graph,1.0,0.25,1998
Elaine Cohen,University of Utah,graph,1.0,0.25,1998
David E. Breen,Drexel University,graph,1.0,0.25,2002
Ross T. Whitaker,University of Utah,graph,1.0,0.25,2002
Alan H. Barr,California Institute of Technology,graph,1.0,0.25,2002
Dinesh Manocha,University of North Carolina,graph,1.0,0.333333333333,1998
David P. Dobkin,Princeton University,graph,1.0,0.25,1988
Leonidas J. Guibas,Stanford University,graph,1.0,0.25,1988
Jack Snoeyink,University of North Carolina,graph,1.0,0.25,1988
Ken Perlin,New York University,graph,1.0,0.5,1996
Ken Perlin,New York University,graph,1.0,1.0,1985
John Keyser,Texas A&M University,graph,1.0,0.2,1999
Ming C. Lin,University of North Carolina,graph,1.0,0.2,1999
Dinesh Manocha,University of North Carolina,graph,1.0,0.2,1999
Denis Zorin,New York University,graph,1.0,0.25,2002
Michiel van de Panne,University of British Columbia,graph,1.0,0.333333333333,1996
Eugene Fiume,University of Toronto,graph,1.0,0.333333333333,1996
William T. Freeman,Massachusetts Institute of Technology,graph,1.0,0.0769230769231,1997
Hanspeter Pfister,Harvard University,graph,1.0,0.0769230769231,1997
Stuart M. Shieber,Harvard University,graph,1.0,0.0769230769231,1997
Holly E. Rushmeier,Yale University,graph,1.0,0.5,1994
Norman I. Badler,University of Pennsylvania,graph,1.0,0.5,1981
Jack Tumblin,Northwestern University,graph,1.0,0.5,1999
Greg Turk,Georgia Institute of Technology,graph,2.0,1.0,1999
Michael Gleicher,University of Wisconsin - Madison,graph,1.0,1.0,1998
Denis Zorin,New York University,graph,1.0,0.333333333333,1997
Peter Schröder,California Institute of Technology,graph,1.0,0.333333333333,1997
Ravi Ramamoorthi,University of California - San Diego,graph,1.0,0.5,1997
Alan H. Barr,California Institute of Technology,graph,1.0,0.5,1997
Gary W. Meyer,University of Minnesota,graph,1.0,0.333333333333,1994
Donald P. Greenberg,Cornell University,graph,1.0,0.333333333333,1986
Jinxiang Chai,Texas A&M University,graph,1.0,0.25,2000
Justine Cassell,Carnegie Mellon University,graph,1.0,0.111111111111,1994
Norman I. Badler,University of Pennsylvania,graph,1.0,0.111111111111,1994
Mark Steedman,University of Edinburgh,graph,1.0,0.111111111111,1994
Matthew Stone,Rutgers University,graph,1.0,0.111111111111,1994
Alan H. Barr,California Institute of Technology,graph,1.0,0.25,1992
John F. Hughes,Brown University,graph,2.0,0.583333333333,1992
Ronald N. Goldman,Rice University,graph,1.0,0.5,1988
Brian A. Barsky,University of California - Berkeley,graph,1.0,0.5,1983
Henrik Wann Jensen,University of California - San Diego,graph,2.0,0.833333333333,2002
John M. Hollerbach,University of Utah,graph,1.0,0.2,1983
Roger D. Hersch,EPFL,graph,1.0,0.5,1999
Kathleen R. McKeown,Columbia University,graph,1.0,0.5,1980
Eugene Fiume,University of Toronto,graph,1.0,0.333333333333,1983
James K. Hahn,George Washington University,graph,1.0,0.5,1992
Kellogg S. Booth,University of British Columbia,graph,1.0,0.2,1982
Eugene Fiume,University of Toronto,graph,1.0,0.2,1982
Linda G. Shapiro,University of Washington,graph,1.0,1.0,1975
Jonathan Cook,New Mexico State University,graph,1.0,0.25,2003
Mark Pauly,EPFL,graph,1.0,0.25,2002
Markus H. Gross,ETH Zurich,graph,1.0,0.25,2002
Thomas A. DeFanti,University of Illinois at Chicago,graph,1.0,0.2,1986
Robert J. Fornaro,North Carolina State University,graph,1.0,0.2,1978
Norman I. Badler,University of Pennsylvania,graph,1.0,0.25,2000
Bobby Bodenheimer,Vanderbilt University,graph,1.0,0.25,1996
William A. Barrett,Brigham Young University,graph,1.0,0.5,2002
Przemyslaw Prusinkiewicz,University of Calgary,graph,1.0,0.333333333333,1994
Holly E. Rushmeier,Yale University,graph,1.0,0.25,1991
W. Randolph Franklin,Rensselaer Polytechnic Institute,graph,1.0,0.5,1978
Harry R. Lewis,Harvard University,graph,1.0,0.5,1978
Michael Gleicher,University of Wisconsin - Madison,graph,1.0,0.5,1992
Leif Kobbelt,RWTH Aachen,graph,1.0,1.0,2000
Anthony Steed,University College London,graph,1.0,0.142857142857,1999
Mel Slater,University College London,graph,1.0,0.142857142857,1999
Frederick P. Brooks Jr.,University of North Carolina,graph,1.0,0.142857142857,1999
Pat Hanrahan,Stanford University,graph,1.0,0.333333333333,1995
John F. Hughes,Brown University,graph,1.0,0.111111111111,2002
Adam Finkelstein,Princeton University,graph,1.0,0.111111111111,2002
Thomas W. Sederberg,Brigham Young University,graph,1.0,0.5,1992
Robert Sedgewick,Princeton University,graph,1.0,0.5,1984
Hanspeter Pfister,Harvard University,graph,1.0,0.2,1999
Frederick P. Brooks Jr.,University of North Carolina,graph,1.0,0.333333333333,1997
Linda G. Shapiro,University of Washington,graph,1.0,1.0,1978
Denis Zorin,New York University,graph,2.0,0.833333333333,2000
Lance Williams,University of New Mexico,graph,1.0,0.5,1995
Maneesh Agrawala,Stanford University,graph,1.0,0.333333333333,1996
Wojciech Matusik,Massachusetts Institute of Technology,graph,1.0,0.166666666667,2002
Hanspeter Pfister,Harvard University,graph,1.0,0.166666666667,2002
Donald P. Greenberg,Cornell University,graph,1.0,0.5,1981
Pat Hanrahan,Stanford University,graph,1.0,0.5,1984
Demetri Terzopoulos,University of California - Los Angeles,graph,1.0,0.5,2003
Chandrajit L. Bajaj,University of Texas at Austin,graph,1.0,0.5,1992
John C. Hart,University of Illinois at Urbana-Champaign,graph,1.0,0.5,1997
Thomas W. Sederberg,Brigham Young University,graph,1.0,0.333333333333,1990
James J. Little,University of British Columbia,graph,1.0,0.5,1979
Henrik Wann Jensen,University of California - San Diego,graph,1.0,1.0,2003
Przemyslaw Prusinkiewicz,University of Calgary,graph,1.0,0.5,1996
Taku Komura,University of Edinburgh,graph,1.0,0.25,2001
Joe D. Warren,Rice University,graph,1.0,0.5,1999
Peter Schröder,California Institute of Technology,graph,1.0,0.333333333333,1994
Jack Snoeyink,University of North Carolina,graph,1.0,0.5,2000
Thomas A. DeFanti,University of Illinois at Chicago,graph,1.0,0.333333333333,1993
Norman I. Badler,University of Pennsylvania,graph,1.0,0.25,1990
Steven Feiner,Columbia University,graph,1.0,0.333333333333,1981
