"author","coauthor","year","area"
Dan I. Moldovan,Sanda M. Harabagiu,2003,nlp
Dan I. Moldovan,Roxana Girju,2003,nlp
Dan I. Moldovan,James A. Hendler,1991,ai
Dan I. Moldovan,Sanda M. Harabagiu,2002,nlp
Dan I. Moldovan,Mihai Surdeanu,2002,nlp
Dan I. Moldovan,José A. B. Fortes,1984,arch
Jan M. Rabaey,Miodrag Potkonjak,1994,da
Jan M. Rabaey,Seth Sanders,2008,da
Jan M. Rabaey,Koen Langendoen,2002,ops
Jan M. Rabaey,Miodrag Potkonjak,1989,da
Jan M. Rabaey,Miodrag Potkonjak,1998,da
Jan M. Rabaey,Miodrag Potkonjak,2000,da
Jan M. Rabaey,Kurt Keutzer,2001,da
Jan M. Rabaey,Alberto L. Sangiovanni-Vincentelli,2001,da
Sanjay Ranka,Tamer Kahveci,2008,bio
Sanjay Ranka,Anand Rangarajan,2015,mlmining
Sanjay Ranka,Chris Jermaine,2008,mlmining
Sanjay Ranka,Tamer Kahveci,2013,bio
Sanjay Ranka,Alok N. Choudhary,1991,hpc
Sanjay Ranka,Tamer Kahveci,2006,bio
Sanjay Ranka,Shigang Chen,2008,comm
Sanjay Ranka,Chris Jermaine,2009,mlmining
Sanjay Ranka,Geoffrey C. Fox,1994,hpc
Sanjay Ranka,Prabhat Mishra,2011,da
Sanjay Ranka,Tamer Kahveci,2007,bio
Sanjay Ranka,Christopher M. Jermaine,2010,mlmining
Sanjay Ranka,Alok N. Choudhary,1993,hpc
Sanjay Ranka,Alan Sussman,1993,hpc
Sanjay Ranka,Monica S. Lam,1993,hpc
Sanjay Ranka,Allen D. Malony,1993,hpc
Sanjay Ranka,Michael L. Scott,1993,hpc
Sanjay Ranka,Katherine A. Yelick,1993,hpc
Sanjay Ranka,David A. Padua,1993,hpc
Sanjay Ranka,James C. Browne,1993,hpc
Sanjay Ranka,Geoffrey C. Fox,1993,hpc
Sanjay Ranka,Ian T. Foster,1993,hpc
Sanjay Ranka,Christopher M. Jermaine,2007,mlmining
Sanjay Ranka,Tamer Kahveci,2009,bio
Alex Lascarides,Ann A. Copestake,1997,nlp
Alex Lascarides,Jon Oberlander,1992,nlp
Alex Lascarides,Mirella Lapata,2004,nlp
Alex Lascarides,Ann A. Copestake,2001,nlp
Brad A. Myers,Robert C. Miller,2001,chi
Brad A. Myers,Robert C. Miller,2001,ops
Brad A. Myers,Thomas D. LaToza,2007,soft
Brad A. Myers,David Garlan,2007,soft
Brad A. Myers,James D. Herbsleb,2007,soft
Brad A. Myers,Alex Waibel,1999,chi
Brad A. Myers,Roger B. Dannenberg,1989,chi
Brad A. Myers,Brad T. Vander Zanden,1989,chi
Brad A. Myers,Brad T. Vander Zanden,1990,chi
Brad A. Myers,Vincent Aleven,2013,chi
Brad A. Myers,James A. Landay,1995,chi
Brad A. Myers,Robert C. Miller,2000,ops
Brad A. Myers,Duen Horng Chau,2008,chi
Brad A. Myers,Geoffrey J. Gordon,2008,ai
Brad A. Myers,Jaime G. Carbonell,2008,ai
Brad A. Myers,Daniel P. Siewiorek,2008,ai
Brad A. Myers,Vincent Aleven,2014,chi
Brad A. Myers,Thomas D. LaToza,2012,soft
Brad A. Myers,Duen Horng Chau,2007,chi
Brad A. Myers,Robert C. Miller,1999,ops
Brad A. Myers,Roni Rosenfeld,2002,chi
Brad A. Myers,Robert C. Miller,2002,chi
Brad A. Myers,Jonathan Aldrich,2016,soft
Brad A. Myers,Christopher Scaffidi,2008,soft
Brad A. Myers,Mary Shaw,2008,soft
Brad A. Myers,Thomas D. LaToza,2010,soft
Brad A. Myers,Duen Horng Chau,2006,chi
Brad A. Myers,Bradley T. Vander Zanden,1991,chi
William S. Evans,Saumya K. Debray,2002,plan
William S. Evans,David G. Kirkpatrick,2004,act
William S. Evans,David G. Kirkpatrick,2000,act
William S. Evans,Leonard J. Schulman,1993,act
William S. Evans,Todd A. Proebsting,1997,plan
William S. Evans,Sampath Kannan,1991,act
Thomas Dueholm Hansen,Uri Zwick,2011,act
Thomas Dueholm Hansen,Shiri Chechik,2017,act
Thomas Dueholm Hansen,Uri Zwick,2011,hpc
Thomas Dueholm Hansen,Uri Zwick,2014,act
Thomas Dueholm Hansen,Haim Kaplan,2014,act
Thomas Dueholm Hansen,Uri Zwick,2015,act
Thomas Dueholm Hansen,Virginia Vassilevska Williams,2016,act
Thomas Dueholm Hansen,Shiri Chechik,2016,act
Thomas Dueholm Hansen,Ryan Williams 0001,2016,act
Henry Hoffmann,John D. Lafferty,2015,arch
Henry Hoffmann,Antonio Filieri,2015,soft
Henry Hoffmann,Sasa Misailovic,2011,soft
Henry Hoffmann,Martin C. Rinard,2011,soft
Henry Hoffmann,Sasa Misailovic,2010,soft
Henry Hoffmann,Martin C. Rinard,2010,soft
Henry Hoffmann,Antonio Filieri,2014,soft
Henry Hoffmann,Simone Campanoni,2012,da
Henry Hoffmann,Anant Agarwal,2012,da
Henry Hoffmann,Marco D. Santambrogio,2012,da
Henry Hoffmann,Srinivas Devadas,2012,da
Henry Hoffmann,Donatella Sciuto,2012,da
Henry Hoffmann,Michael Bedford Taylor,2004,arch
Henry Hoffmann,Anant Agarwal,2004,arch
Henry Hoffmann,Saman P. Amarasinghe,2004,arch
Henry Hoffmann,Saman P. Amarasinghe,2002,arch
Henry Hoffmann,Anant Agarwal,2013,bed
Henry Hoffmann,Marco D. Santambrogio,2013,bed
Henry Hoffmann,Sasa Misailovic,2011,arch
Henry Hoffmann,Anant Agarwal,2011,arch
Henry Hoffmann,Martin C. Rinard,2011,arch
Henry Hoffmann,Michael Carbin,2011,arch
Stefano Soatto,Jana Kosecka,1999,vision
Stefano Soatto,Shankar Sastry,1999,vision
Stefano Soatto,Pietro Perona,1993,vision
Stefano Soatto,Pietro Perona,1996,vision
Stefano Soatto,Thomas Goldstein,2016,vision
Stefano Soatto,Daniel Cremers,2003,vision
Stefano Soatto,Deborah Estrin,2010,vision
Stefano Soatto,David W. Jacobs,2007,vision
Stefano Soatto,Pietro Perona,1994,vision
Stefano Soatto,Daniel Cremers,2004,vision
Stefano Soatto,Deborah Estrin,2008,vision
Koby Crammer,Tor Lattimore,2015,mlmining
Koby Crammer,Csaba Szepesvári,2015,mlmining
Koby Crammer,Mark Dredze,2008,mlmining
Koby Crammer,Partha Pratim Talukdar,2008,mlmining
Koby Crammer,Shai Shalev-Shwartz,2003,mlmining
Koby Crammer,Joseph Keshet,2002,mlmining
Koby Crammer,Naftali Tishby,2002,mlmining
Koby Crammer,Shai Ben-David,2006,mlmining
Koby Crammer,Peter L. Bartlett,2014,mlmining
Koby Crammer,Shie Mannor,2014,mlmining
Koby Crammer,Ran El-Yaniv,2014,mlmining
Koby Crammer,Yevgeny Seldin,2014,mlmining
Koby Crammer,Sudipto Guha,2008,mod
Koby Crammer,Partha Pratim Talukdar,2008,mod
Koby Crammer,Zachary G. Ives,2008,mod
Koby Crammer,Dale Schuurmans,2006,ai
Koby Crammer,Mark Dredze,2009,nlp
Koby Crammer,Daniel D. Lee,2010,mlmining
Koby Crammer,Francesco Orabona,2010,mlmining
Koby Crammer,Mark Dredze,2009,mlmining
Koby Crammer,Mark Dredze,2008,nlp
Koby Crammer,Yishay Mansour,2012,mlmining
Violet R. Syrotiuk,András Faragó,2001,mobile
Minlan Yu,Jennifer Rexford,2011,comm
Minlan Yu,Jennifer Rexford,2010,comm
Minlan Yu,Michael J. Freedman,2010,comm
Minlan Yu,Ramesh Govindan,2016,comm
Minlan Yu,Ion Stoica,2014,comm
Minlan Yu,Ramesh Govindan,2014,comm
Minlan Yu,Adam Wierman,2014,comm
Minlan Yu,Ramesh Govindan,2013,comm
Minlan Yu,Ethan Katz-Bassett,2015,comm
Minlan Yu,Adam Wierman,2015,comm
Minlan Yu,Ethan Katz-Bassett,2014,ops
Naren Ramakrishnan,Chang-Tien Lu,2015,mlmining
Naren Ramakrishnan,Jieping Ye,2015,mlmining
Naren Ramakrishnan,Yang Cao,2008,mlmining
Naren Ramakrishnan,Jieping Ye,2016,mlmining
Naren Ramakrishnan,Anil Vullikanti,2016,mlmining
Naren Ramakrishnan,Huzefa Rangwala,2016,mlmining
Naren Ramakrishnan,Chang-Tien Lu,2016,mlmining
Naren Ramakrishnan,Chris North,2016,vis
Naren Ramakrishnan,Aravind Srinivasan,2014,mlmining
Naren Ramakrishnan,Bert Huang,2014,mlmining
Naren Ramakrishnan,Lise Getoor,2014,mlmining
Naren Ramakrishnan,Chang-Tien Lu,2014,mlmining
Naren Ramakrishnan,Anil Vullikanti,2014,mlmining
Naren Ramakrishnan,B. Aditya Prakash,2014,mlmining
Naren Ramakrishnan,Layne T. Watson,2012,vis
Naren Ramakrishnan,Chris North,2014,vis
Naren Ramakrishnan,Jianxin Li,2016,ai
Naren Ramakrishnan,Chang-Tien Lu,2016,ai
Naren Ramakrishnan,Christopher Bailey-Kellogg,2003,ai
Naren Ramakrishnan,Christopher Bailey-Kellogg,2001,ai
Naren Ramakrishnan,Danfeng Yao,2015,sec
Naren Ramakrishnan,Chang-Tien Lu,2017,ai
Naren Ramakrishnan,Chris Bailey-Kellogg,2004,ai
Naren Ramakrishnan,Layne T. Watson,2010,mlmining
Naren Ramakrishnan,Godmar Back,2010,mlmining
Naren Ramakrishnan,Ian Davidson,2010,mlmining
Naren Ramakrishnan,Lenwood S. Heath,2010,mlmining
Naren Ramakrishnan,Lise Getoor,2015,ai
Naren Ramakrishnan,Bert Huang,2015,ai
Naren Ramakrishnan,Ian Davidson,2013,ai
Naren Ramakrishnan,Bud Mishra,2004,mlmining
Prasad Tadepalli,Thomas G. Dietterich,2014,nlp
Prasad Tadepalli,Xiaoli Z. Fern,2014,nlp
Prasad Tadepalli,Janardhan Rao Doppa,2014,nlp
Prasad Tadepalli,Thomas G. Dietterich,2008,mlmining
Prasad Tadepalli,Thomas G. Dietterich,2011,mlmining
Prasad Tadepalli,Alan Fern,2011,mlmining
Prasad Tadepalli,Xiaoli Fern,2011,mlmining
Prasad Tadepalli,Janardhan Rao Doppa,2011,mlmining
Prasad Tadepalli,Thomas G. Dietterich,1997,mlmining
Prasad Tadepalli,Alan Fern,2006,ai
Prasad Tadepalli,Sriraam Natarajan,2011,ai
Prasad Tadepalli,Jude W. Shavlik,2011,ai
Prasad Tadepalli,Xiaoli Z. Fern,2016,nlp
Prasad Tadepalli,Liang Huang,2016,nlp
Prasad Tadepalli,Sriraam Natarajan,2007,ai
Prasad Tadepalli,Alan Fern,2007,ai
Prasad Tadepalli,Thomas G. Dietterich,2014,ai
Prasad Tadepalli,Alan Paul Fern,2014,ai
Prasad Tadepalli,Alan Fern,2014,ai
Prasad Tadepalli,Xiaoli Fern,2014,ai
Prasad Tadepalli,Janardhan Rao Doppa,2014,ai
Prasad Tadepalli,Alan Fern,2012,ai
Prasad Tadepalli,Roni Khardon,2012,ai
Prasad Tadepalli,Alan Fern,2017,ai
Prasad Tadepalli,Roni Khardon,2017,ai
Prasad Tadepalli,Alan Fern,2010,mlmining
Prasad Tadepalli,Sriraam Natarajan,2005,mlmining
Prasad Tadepalli,Thomas G. Dietterich,2005,mlmining
Prasad Tadepalli,Alan Fern,2005,mlmining
Prasad Tadepalli,Alan Fern,2013,mlmining
Prasad Tadepalli,Roni Khardon,2013,mlmining
Prasad Tadepalli,Thomas G. Dietterich,2015,ai
Prasad Tadepalli,Xiaoli Z. Fern,2015,ai
Prasad Tadepalli,Alan Fern,2015,ai
Prasad Tadepalli,Roni Khardon,2015,ai
Prasad Tadepalli,Janardhan Rao Doppa,2015,ai
Prasad Tadepalli,Alan Fern,2013,ai
Prasad Tadepalli,Janardhan Rao Doppa,2013,ai
Prasad Tadepalli,Alan Fern,2012,mlmining
Prasad Tadepalli,Janardhan Rao Doppa,2012,mlmining
Prasad Tadepalli,Alan Fern,2007,mlmining
Rohit Parikh,Dexter Kozen,1980,act
Rohit Parikh,Albert R. Meyer,1980,act
Rohit Parikh,Albert R. Meyer,1981,act
Rohit Parikh,Joseph Y. Halpern,1981,act
Mark Batty,Ganesh Gopalakrishnan,2015,arch
Mark Batty,Alastair F. Donaldson,2015,arch
Mark Batty,Jade Alglave,2015,arch
Mark Batty,Peter Sewell,2017,plan
Mark Batty,Alastair F. Donaldson,2016,plan
Mark Batty,Scott Owens,2011,plan
Mark Batty,Peter Sewell,2011,plan
Mark Batty,Alexey Gotsman,2013,plan
Mark Batty,Scott Owens,2012,plan
Mark Batty,Peter Sewell,2012,plan
Mark Batty,Jade Alglave,2012,plan
Hyesoon Kim,Onur Mutlu,2008,arch
Hyesoon Kim,Onur Mutlu,2007,arch
Hyesoon Kim,Richard W. Vuduc,2010,arch
Hyesoon Kim,Onur Mutlu,2004,arch
Hyesoon Kim,Onur Mutlu,2006,arch
Hyesoon Kim,Onur Mutlu,2005,arch
Sujit Gujar,David C. Parkes,2010,ai
Martin D. F. Wong,Yusu Wang,2005,da
Martin D. F. Wong,Deming Chen,2016,da
Martin D. F. Wong,Ting Yu,2012,da
Martin D. F. Wong,Deming Chen,2007,da
Gerome Miklau,Dan Suciu,2003,mod
Gerome Miklau,Xiaokui Xiao,2012,mod
Gerome Miklau,Brian Neil Levine,2007,mod
Gerome Miklau,Dan Suciu,2004,mod
Gerome Miklau,Andrew McCallum,2010,mod
Gerome Miklau,Dan Suciu,2010,mod
Gerome Miklau,Yan Chen,2016,mod
Gerome Miklau,Alexandra Meliou,2016,mod
Gerome Miklau,Ashwin Machanavajjhala,2016,mod
Gerome Miklau,Serge Abiteboul,2015,mod
Gerome Miklau,Julia Stoyanovich,2015,mod
Gerome Miklau,David D. Jensen,2008,mod
Gerome Miklau,Donald F. Towsley,2008,mod
Eric Fosler-Lussier,Kathleen McKeown,2003,nlp
Walter S. Lasecki,Michael S. Bernstein,2015,chi
Walter S. Lasecki,Erin L. Brady,2015,chi
Walter S. Lasecki,Jeffrey P. Bigham,2015,chi
Walter S. Lasecki,Chris Harrison,2015,chi
Walter S. Lasecki,James F. Allen,2013,chi
Walter S. Lasecki,Jeffrey P. Bigham,2013,chi
Walter S. Lasecki,Michael S. Bernstein,2014,chi
Walter S. Lasecki,Danai Koutra,2014,chi
Walter S. Lasecki,Jeffrey P. Bigham,2014,chi
Walter S. Lasecki,Jeffrey P. Bigham,2012,chi
Walter S. Lasecki,James F. Allen,2012,ai
Walter S. Lasecki,Jeffrey P. Bigham,2012,ai
Walter S. Lasecki,Daniel Gildea,2013,nlp
Walter S. Lasecki,Jeffrey P. Bigham,2013,nlp
Walter S. Lasecki,Yan Chen,2016,chi
Walter S. Lasecki,Jeffrey P. Bigham,2011,chi
Walter S. Lasecki,Robert C. Miller,2011,chi
Marine Carpuat,Philip Resnik,2016,nlp
Marine Carpuat,Hal Daumé III,2013,nlp
Layne T. Watson,Naren Ramakrishnan,2010,mlmining
Layne T. Watson,Ian Davidson,2010,mlmining
Layne T. Watson,Naren Ramakrishnan,2012,vis
Yehuda Afek,Adam Morrison,2015,arch
Yehuda Afek,Adam Morrison,2014,arch
Yehuda Afek,Sariel Har-Peled,1999,comm
Yehuda Afek,Eli Gafni,1987,act
Yehuda Afek,Yishay Mansour,1996,comm
Yehuda Afek,Yishay Mansour,1996,act
Yehuda Afek,Eli Gafni,1989,act
Yehuda Afek,Lior Wolf,2015,vision
Christel Baier,Joost-Pieter Katoen,2000,log
Christel Baier,Wolfgang E. Nagel,2013,hpc
Christel Baier,Patricia Bouyer,2008,log
Christel Baier,James Worrell,2016,log
Christel Baier,Stefan Kiefer,2016,log
Umesh V. Vazirani,Satish Rao,2004,act
Umesh V. Vazirani,Sanjeev Arora,2004,act
Umesh V. Vazirani,Leonard J. Schulman,1999,act
Umesh V. Vazirani,Amnon Ta-Shma,1999,act
Umesh V. Vazirani,Thomas Vidick,2012,act
Umesh V. Vazirani,Mario Szegedy,2014,act
Umesh V. Vazirani,Dorit Aharonov,2014,act
Umesh V. Vazirani,Andrew M. Childs,2007,act
Umesh V. Vazirani,Leonard J. Schulman,2007,act
Umesh V. Vazirani,Milena Mihail,1988,act
Umesh V. Vazirani,Vijay V. Vazirani,1983,act
Umesh V. Vazirani,Ronald L. Rivest,1983,act
Umesh V. Vazirani,Clark D. Thompson,1983,act
Umesh V. Vazirani,Richard M. Karp,1983,act
Umesh V. Vazirani,Lorenzo Orecchia,2008,act
Umesh V. Vazirani,Nisheeth K. Vishnoi,2008,act
Umesh V. Vazirani,Leonard J. Schulman,2008,act
Umesh V. Vazirani,Wim van Dam,2001,act
Umesh V. Vazirani,Dorit Aharonov,2001,act
Umesh V. Vazirani,Michelangelo Grigni,2001,act
Umesh V. Vazirani,Leonard J. Schulman,2001,act
Umesh V. Vazirani,Vijay V. Vazirani,1984,crypt
Umesh V. Vazirani,Leonard J. Schulman,1998,act
Umesh V. Vazirani,Amnon Ta-Shma,1998,act
Umesh V. Vazirani,Dorit Aharonov,2011,act
Umesh V. Vazirani,Satish Rao,2006,act
Umesh V. Vazirani,Vijay V. Vazirani,1985,act
Umesh V. Vazirani,Vijay V. Vazirani,1987,act
Umesh V. Vazirani,Ketan Mulmuley,1987,act
Umesh V. Vazirani,Dorit Aharonov,2000,act
Umesh V. Vazirani,Leonard J. Schulman,2000,act
Umesh V. Vazirani,Amnon Ta-Shma,2000,act
Umesh V. Vazirani,Vijay V. Vazirani,1990,act
Umesh V. Vazirani,Richard M. Karp,1990,act
Umesh V. Vazirani,Vijay V. Vazirani,1984,act
Umesh V. Vazirani,Vijay V. Vazirani,1983,crypt
Umesh V. Vazirani,Vijay V. Vazirani,2005,act
Umesh V. Vazirani,Rafail Ostrovsky,1994,act
Umesh V. Vazirani,Madhu Sudan,1994,act
Umesh V. Vazirani,Yuval Rabani,1994,act
Umesh V. Vazirani,Sanjeev Arora,1994,act
Umesh V. Vazirani,Sanjeev Khanna,1994,act
Umesh V. Vazirani,Dorit Aharonov,2009,act
Tobias Ritschel,Hans-Peter Seidel,2008,graph
Tobias Ritschel,Hans-Peter Seidel,2015,graph
Tobias Ritschel,Hans-Peter Seidel,2013,graph
Tobias Ritschel,Elmar Eisemann,2012,graph
Tobias Ritschel,Hans-Peter Seidel,2012,graph
Tobias Ritschel,Wojciech Matusik,2012,graph
Tobias Ritschel,Elmar Eisemann,2010,graph
Tobias Ritschel,Hans-Peter Seidel,2010,graph
Tobias Ritschel,Gabriel J. Brostow,2016,graph
Tobias Ritschel,Elmar Eisemann,2011,graph
Tobias Ritschel,Hans-Peter Seidel,2011,graph
Tobias Ritschel,Hans-Peter Seidel,2009,graph
Khaled Harfoush,George N. Rouskas,2009,hpc
Khaled Harfoush,Injong Rhee,2004,comm
Khaled Harfoush,Lisong Xu,2004,comm
Khaled Harfoush,John W. Byers,2003,comm
Khaled Harfoush,Azer Bestavros,2003,comm
Khaled Harfoush,John W. Byers,2002,comm
Khaled Harfoush,Azer Bestavros,2002,comm
Ojaswa Sharma,Chandrajit L. Bajaj,2010,vision
Diane L. Souvaine,Thomas C. Shermer,1991,act
Diane L. Souvaine,David Rappaport,1991,act
Naftali Tishby,Yevgeny Seldin,2008,mlmining
Naftali Tishby,Amir Globerson,2003,mlmining
Naftali Tishby,Yair Weiss,2003,mlmining
Naftali Tishby,Amir Globerson,2002,mlmining
Naftali Tishby,Koby Crammer,2002,mlmining
Naftali Tishby,Gill Bejerano,2002,mlmining
Naftali Tishby,Ran El-Yaniv,1997,mlmining
Naftali Tishby,Yevgeny Seldin,2006,mlmining
Naftali Tishby,Amir Globerson,2001,mlmining
Naftali Tishby,Nir Friedman,2001,mlmining
Naftali Tishby,Gill Bejerano,2001,mlmining
Naftali Tishby,Yevgeny Seldin,2001,mlmining
Naftali Tishby,Nathan Linial,1998,bio
Naftali Tishby,Yoav Freund,1992,mlmining
Naftali Tishby,Nir Friedman,2002,ir
Naftali Tishby,Michael Werman,1994,vision
Naftali Tishby,Daphna Weinshall,1994,vision
Naftali Tishby,Lillian Lee,1993,nlp
Naftali Tishby,Gill Bejerano,2001,bio
Naftali Tishby,Yevgeny Seldin,2001,bio
Naftali Tishby,Nathan Srebro,2010,mlmining
Naftali Tishby,Ran El-Yaniv,2001,ir
Naftali Tishby,Amir Globerson,2004,mlmining
Rafael Pass,Boaz Barak,2004,act
Rafael Pass,Jesper Buus Nielsen,2004,act
Rafael Pass,Ran Canetti,2004,act
Rafael Pass,Susan Hohenberger,2014,sec
Rafael Pass,Steven Myers,2014,sec
Rafael Pass,Abhi Shelat,2014,sec
Rafael Pass,Ran Canetti,2007,act
Rafael Pass,Abhi Shelat,2007,act
Rafael Pass,Muthuramakrishnan Venkitasubramaniam,2007,act
Rafael Pass,Joseph Y. Halpern,2010,hpc
Rafael Pass,Silvio Micali,2006,act
Rafael Pass,Huijia Lin,2015,crypt
Rafael Pass,Abhi Shelat,2015,sec
Rafael Pass,Muthuramakrishnan Venkitasubramaniam,2008,crypt
Rafael Pass,Amit Sahai,2008,crypt
Rafael Pass,Omkant Pandey,2008,crypt
Rafael Pass,Vinod Vaikuntanathan,2008,crypt
Rafael Pass,Huijia Lin,2011,act
Rafael Pass,Mohammad Mahmoody,2014,crypt
Rafael Pass,Mohammad Mahmoody,2012,crypt
Rafael Pass,Huijia Lin,2012,crypt
Rafael Pass,Ran Canetti,2010,act
Rafael Pass,Huijia Lin,2010,act
Rafael Pass,Joseph Y. Halpern,2012,ai
Rafael Pass,Joseph Y. Halpern,2009,ai
Rafael Pass,Joseph Y. Halpern,2013,ai
Rafael Pass,Abhi Shelat,2011,hpc
Rafael Pass,Huijia Lin,2010,crypt
Rafael Pass,Muthuramakrishnan Venkitasubramaniam,2010,crypt
Rafael Pass,Hoeteck Wee,2010,crypt
Rafael Pass,Boaz Barak,2005,crypt
Rafael Pass,Ran Canetti,2005,crypt
Rafael Pass,Abhi Shelat,2005,crypt
Rafael Pass,Yehuda Lindell,2005,crypt
Rafael Pass,Abhi Shelat,2006,crypt
Rafael Pass,Vinod Vaikuntanathan,2006,crypt
Rafael Pass,Rafail Ostrovsky,2013,act
Rafael Pass,Ivan Visconti,2013,act
Rafael Pass,Ran Canetti,2013,act
Rafael Pass,Huijia Lin,2013,act
Rafael Pass,Sanjam Garg,2015,act
Rafael Pass,Huijia Lin,2015,act
Rafael Pass,Huijia Lin,2009,act
Rafael Pass,Muthuramakrishnan Venkitasubramaniam,2009,act
John E. Laird,Paul S. Rosenbloom,1990,ai
John E. Laird,Paul S. Rosenbloom,1986,ai
John E. Laird,Paul S. Rosenbloom,1987,ai
András Faragó,Violet R. Syrotiuk,2001,mobile
Joseph Devietti,Jakob Eriksson,2015,ops
Joseph Devietti,Luis Ceze,2008,arch
Joseph Devietti,Brandon Lucia,2008,arch
Joseph Devietti,Luis Ceze,2012,arch
Joseph Devietti,Dan Grossman,2012,arch
Joseph Devietti,Luis Ceze,2010,arch
Joseph Devietti,Dan Grossman,2010,arch
Joseph Devietti,Luis Ceze,2011,arch
Joseph Devietti,Dan Grossman,2011,arch
Joseph Devietti,Luis Ceze,2009,arch
Joseph Devietti,Mark Oskin,2009,arch
Joseph Devietti,Brandon Lucia,2009,arch
Annette ten Teije,Frank van Harmelen,2005,ai
Li Xiao,Klara Nahrstedt,2006,comm
Li Xiao,Matt W. Mutka,2009,robotics
Li Xiao,Xiaodong Zhang 0001,2004,comm
Li Xiao,Klara Nahrstedt,2004,comm
Li Xiao,Matt W. Mutka,2013,robotics
Li Xiao,Matt W. Mutka,2014,robotics
Li Xiao,Matt W. Mutka,2010,robotics
Li Xiao,Matt W. Mutka,2011,robotics
Li Xiao,Xiaodong Zhang 0001,2000,hpc
Mahmut T. Kandemir,Onur Mutlu,2013,arch
Mahmut T. Kandemir,Chita R. Das,2013,arch
Mahmut T. Kandemir,Adwait Jog,2013,arch
Mahmut T. Kandemir,Chita R. Das,2012,arch
Mahmut T. Kandemir,Valerie E. Taylor,1999,hpc
Mahmut T. Kandemir,Alok N. Choudhary,1999,hpc
Mahmut T. Kandemir,Anand Sivasubramaniam,2002,da
Mahmut T. Kandemir,Alok N. Choudhary,2002,da
Mahmut T. Kandemir,Mary Jane Irwin,2002,da
Mahmut T. Kandemir,Narayanan Vijaykrishnan,2002,da
Mahmut T. Kandemir,Mary Jane Irwin,2011,da
Mahmut T. Kandemir,Reetuparna Das,2009,hpc
Mahmut T. Kandemir,Chita R. Das,2009,hpc
Mahmut T. Kandemir,Anand Sivasubramaniam,2002,arch
Mahmut T. Kandemir,Alok N. Choudhary,2002,arch
Mahmut T. Kandemir,Mary Jane Irwin,2002,arch
Mahmut T. Kandemir,Narayanan Vijaykrishnan,2002,arch
Mahmut T. Kandemir,Mary Jane Irwin,2000,arch
Mahmut T. Kandemir,Narayanan Vijaykrishnan,2000,arch
Mahmut T. Kandemir,Mary Jane Irwin,2003,da
Mahmut T. Kandemir,Narayanan Vijaykrishnan,2003,da
Mahmut T. Kandemir,Hasan Metin Aktulga,2013,hpc
Mahmut T. Kandemir,Anand Sivasubramaniam,2003,arch
Mahmut T. Kandemir,Mary Jane Irwin,2001,da
Mahmut T. Kandemir,Narayanan Vijaykrishnan,2001,da
Mahmut T. Kandemir,Alok N. Choudhary,2010,hpc
Mahmut T. Kandemir,Chita R. Das,2010,hpc
Mahmut T. Kandemir,Alok N. Choudhary,1997,hpc
Mahmut T. Kandemir,Anand Sivasubramaniam,2016,hpc
Mahmut T. Kandemir,Chita R. Das,2016,hpc
Mahmut T. Kandemir,Anand Sivasubramaniam,2014,arch
Mahmut T. Kandemir,Onur Mutlu,2014,arch
Mahmut T. Kandemir,Chita R. Das,2014,arch
Mahmut T. Kandemir,Adwait Jog,2014,arch
Mahmut T. Kandemir,Onur Mutlu,2016,metrics
Mahmut T. Kandemir,Chita R. Das,2016,metrics
Mahmut T. Kandemir,Adwait Jog,2016,metrics
Mahmut T. Kandemir,Xiaobai Sun,2009,bed
Mahmut T. Kandemir,Mary Jane Irwin,2000,da
Mahmut T. Kandemir,Narayanan Vijaykrishnan,2000,da
Mahmut T. Kandemir,Narayanan Vijaykrishnan,2006,arch
Mahmut T. Kandemir,Yuan Xie 0001,2006,arch
Mahmut T. Kandemir,Alok N. Choudhary,2000,hpc
Mahmut T. Kandemir,Gokhan Memik,2000,hpc
Mahmut T. Kandemir,Onur Mutlu,2011,arch
Mahmut T. Kandemir,Chita R. Das,2011,metrics
Mahmut T. Kandemir,Anand Sivasubramaniam,2016,arch
Mahmut T. Kandemir,Chita R. Das,2016,arch
Mahmut T. Kandemir,Alok N. Choudhary,1998,arch
Mahmut T. Kandemir,Mary Jane Irwin,2010,plan
Mahmut T. Kandemir,Mary Jane Irwin,2008,arch
Mahmut T. Kandemir,Alok N. Choudhary,2002,bed
Mahmut T. Kandemir,Mary Jane Irwin,2008,da
Mahmut T. Kandemir,Anand Sivasubramaniam,2001,mod
Mahmut T. Kandemir,Mary Jane Irwin,2001,mod
Mahmut T. Kandemir,Narayanan Vijaykrishnan,2001,mod
Mahmut T. Kandemir,Anand Sivasubramaniam,2014,metrics
Mahmut T. Kandemir,Chita R. Das,2014,metrics
Mahmut T. Kandemir,Anand Sivasubramaniam,2015,arch
Mahmut T. Kandemir,Todd C. Mowry,2015,arch
Mahmut T. Kandemir,Onur Mutlu,2015,arch
Mahmut T. Kandemir,Chita R. Das,2015,arch
Mahmut T. Kandemir,Adwait Jog,2015,arch
Mahmut T. Kandemir,Mary Jane Irwin,2001,arch
Mahmut T. Kandemir,Narayanan Vijaykrishnan,2001,arch
Mahmut T. Kandemir,Padma Raghavan,2011,hpc
Mahmut T. Kandemir,Mary Jane Irwin,2012,da
Mahmut T. Kandemir,Mary Jane Irwin,2008,hpc
Mahmut T. Kandemir,Mary Jane Irwin,2006,plan
Mahmut T. Kandemir,Mary Jane Irwin,2004,da
