name,affiliation
Pierre McKenzie , University of Montreal
Pierre Poulin , University of Montreal
Pierre-Louis Bellec , University of Montreal
Roland Memisevic , University of Montreal
Simon Lacoste-Julien , University of Montreal
Stefan Monnier , University of Montreal
Sylvie Hamel , University of Montreal
Sébastien Roy , University of Montreal
Yoshua Bengio , University of Montreal
Ashok Samal , University of Nebraska
Berthe Y. Choueiry , University of Nebraska
Brittany A. Duncan , University of Nebraska
Byrav Ramamurthy , University of Nebraska
Carrick Detweiler , University of Nebraska
Gregg Rothermel , University of Nebraska
Hamid Bagheri , University of Nebraska
Hongfeng Yu , University of Nebraska
Jitender S. Deogun , University of Nebraska
Juan Cui , University of Nebraska
Justin Bradley , University of Nebraska
Leen-Kiat Soh , University of Nebraska
Leenkiat Soh , University of Nebraska
Lisong Xu , University of Nebraska
Massimiliano Pierobon , University of Nebraska
Matthew B. Dwyer , University of Nebraska
Mehmet C. Vuran , University of Nebraska
Mehmet Can Vuran , University of Nebraska
Myra B. Cohen , University of Nebraska
Peter Z. Revesz , University of Nebraska
Qiben Yan , University of Nebraska
Sebastian G. Elbaum , University of Nebraska
Sheng Wei 0001 , University of Nebraska
Stephen Cooper , University of Nebraska
Stephen E. Reichenbach , University of Nebraska
Stephen Scott , University of Nebraska
Steve Goddard , University of Nebraska
ThanhVu H. Nguyen , University of Nebraska
ThanhVu Nguyen , University of Nebraska
Vinodchandran Variyam , University of Nebraska
Witawas Srisa-an , University of Nebraska
Ying Lu , University of Nebraska
David Feil-Seifer , University of Nevada
Dongfang Zhao , University of Nevada
Dwight D. Egbert , University of Nevada
Eelke Folmer , University of Nevada
Engin Arslan , University of Nevada
Feng Yan 0001 , University of Nevada
Frederick C. Harris Jr. , University of Nevada
George Bebis , University of Nevada
Hung Manh La , University of Nevada
Kostas Alexis , University of Nevada
Lei Yang 0001 , University of Nevada
Mehmet Hadi Gunes , University of Nevada
Mehmet Hadi Günes , University of Nevada
Ming Li 0006 , University of Nevada
Mircea Nicolescu , University of Nevada
Monica N. Nicolescu , University of Nevada
Sergiu Dascalu , University of Nevada
Sergiu M. Dascalu , University of Nevada
Shamik Sengupta , University of Nevada
Siming Liu , University of Nevada
Sushil J. Louis , University of Nevada
Tin Nguyen , University of Nevada
Yaakov L. Varol , University of Nevada
Ali A. Ghorbani , University of New Brunswick
Ali Akbar Ghorbani , University of New Brunswick
Ali Ghorbani , University of New Brunswick
Andrew J. McAllister , University of New Brunswick
David Bremner , University of New Brunswick
Dawn MacIsaac , University of New Brunswick
Dawn T. MacIsaac , University of New Brunswick
Dima Alhadidi , University of New Brunswick
Eric Aubanel , University of New Brunswick
Eric E. Aubanel , University of New Brunswick
Gerhard Dueck , University of New Brunswick
Gerhard W. Dueck , University of New Brunswick
Huajie Zhang , University of New Brunswick
Kenneth B. Kent , University of New Brunswick
Luigi Benedicenti , University of New Brunswick
Michael Fleming , University of New Brunswick
Michael W. Fleming , University of New Brunswick
Natalia Stakhanova , University of New Brunswick
Patricia A. Evans , University of New Brunswick
Paul Cook , University of New Brunswick
Przemyslaw Pochec , University of New Brunswick
Rongxing Lu , University of New Brunswick
Scott Bateman , University of New Brunswick
Suprio Ray , University of New Brunswick
Virendra C. Bhavsar , University of New Brunswick
Virendrakumar C. Bhavsar , University of New Brunswick
Wei Song 0001 , University of New Brunswick
Weichang Du , University of New Brunswick
Abdullah Mueen , University of New Mexico
Darko Stefanovic , University of New Mexico
David H. Ackley , University of New Mexico
Deepak Kapur , University of New Mexico
Dorian Arnold , University of New Mexico
Dorian C. Arnold , University of New Mexico
Gruia-Catalin Roman , University of New Mexico
Jared Saia , University of New Mexico
Jedidiah R. Crandall , University of New Mexico
Lance R. Williams , University of New Mexico
Lance Williams , University of New Mexico
Lydia Tapia , University of New Mexico
Melanie E. Moses , University of New Mexico
Melanie Moses , University of New Mexico
Patrick G. Bridges , University of New Mexico
Patrick Gage Kelley , University of New Mexico
Shuang (Sean) Luan , University of New Mexico
Shuang Luan , University of New Mexico
Stephanie Forrest , University of New Mexico
Thomas P. Hayes , University of New Mexico
Tom Hayes , University of New Mexico
Trilce Estrada , University of New Mexico
Alexander C. Berg , University of North Carolina
Cynthia Sturton , University of North Carolina
David A. Plaisted , University of North Carolina
David Stotts , University of North Carolina
Dinesh Manocha , University of North Carolina
Donald E. Porter , University of North Carolina
Fabian Monrose , University of North Carolina
Gary Bishop , University of North Carolina
Henry Fuchs , University of North Carolina
Jack Snoeyink , University of North Carolina
James H. Anderson , University of North Carolina
Jan F. Prins , University of North Carolina
Jan Prins , University of North Carolina
Jan-Michael Frahm , University of North Carolina
Jasleen Kaur , University of North Carolina
Ketan Mayer-Patel , University of North Carolina
Ketan Patel , University of North Carolina
Kevin Jeffay , University of North Carolina
Leonard McMillan , University of North Carolina
Marc Niethammer , University of North Carolina
Michael J. Fern , University of North Carolina
Michael K. Reiter , University of North Carolina
Ming C. Lin , University of North Carolina
Mohit Bansal , University of North Carolina
Montek Singh , University of North Carolina
P. David Stotts , University of North Carolina
Prasun Dewan , University of North Carolina
Ron Alterovitz , University of North Carolina
S. M. Shahriar Nirjon , University of North Carolina
Stan Ahalt , University of North Carolina
Stanley C. Ahalt , University of North Carolina
Stephen M. Pizer , University of North Carolina
Tamara L. Berg , University of North Carolina
Aaron D. Striegel , University of Notre Dame
Aaron Striegel , University of Notre Dame
Chaoli Wang , University of Notre Dame
Christian Poellabauer , University of Notre Dame
Collin McMillan , University of Notre Dame
Danny Chen , University of Notre Dame
David Chiang , University of Notre Dame
Dong Wang 0002 , University of Notre Dame
Douglas Thain , University of Notre Dame
Frank H. Collins , University of Notre Dame
Jane Cleland-Huang , University of Notre Dame
Jarek Nabrzyski , University of Notre Dame
Jaroslaw Nabrzyski , University of Notre Dame
Jesús A. Izaguirre , University of Notre Dame
Joannes J. Westerink , University of Notre Dame
Kevin W. Bowyer , University of Notre Dame
Laurel Riek , University of Notre Dame
Michael T. Niemier , University of Notre Dame
Michael Thaddeus Niemier , University of Notre Dame
Ming-Wang Dong , University of Notre Dame
Nitesh V. Chawla , University of Notre Dame
Panos J. Antsaklis , University of Notre Dame
Patrick J. Flynn , University of Notre Dame
Peter M. Kogge , University of Notre Dame
Robert B. Stevenson , University of Notre Dame
Ronald A. Metoyer , University of Notre Dame
Sidney K. D'Mello , University of Notre Dame
Tijana Milenkovic , University of Notre Dame
Tim Weninger , University of Notre Dame
Walter J. Scheirer , University of Notre Dame
Xiaobo Hu , University of Notre Dame
Xiaobo Sharon Hu , University of Notre Dame
Yih-Fang Huang , University of Notre Dame
Yiyu Shi , University of Notre Dame
Zoltán Toroczkai , University of Notre Dame
Allen D. Malony , University of Oregon
Anthony J. Hornof , University of Oregon
Boyana Norris , University of Oregon
Chris Wilson , University of Oregon
Daniel Lowd , University of Oregon
Dejing Dou , University of Oregon
Hank Childs , University of Oregon
Henry R. Childs , University of Oregon
Joe Sventek , University of Oregon
Joseph S. Sventek , University of Oregon
Jun Li 0001 , University of Oregon
Michal Young , University of Oregon
Michel A. Kinsy , University of Oregon
Reza Rejaie , University of Oregon
Stephen Fickas , University of Oregon
Xiaodi Wu , University of Oregon
Zena M. Ariola , University of Oregon
Alistair Knott , University of Otago
Andrew Trotman , University of Otago
Anthony V. Robins , University of Otago
Brendan McCane , University of Otago
David M. Eyers , University of Otago
Geoff Wyvill , University of Otago
Haibo Zhang 0001 , University of Otago
Lech Szymanski , University of Otago
M. D. Atkinson , University of Otago
Michael Albert , University of Otago
Michael D. Atkinson , University of Otago
Michael H. Albert , University of Otago
Michael Henry Albert , University of Otago
Mike D. Atkinson , University of Otago
Richard A. O'Keefe , University of Otago
Sandy Garner , University of Otago
Steven Mills , University of Otago
Willem Adrian Labuschagne , University of Otago
Yawen Chen , University of Otago
Zhiyi Huang 0001 , University of Otago
Abdulmotaleb El-Saddik , University of Ottawa
Ahmed Karmouch , University of Ottawa
Ali Miri , University of Ottawa
Amiya Nayak , University of Ottawa
Amiya R. Nayak , University of Ottawa
Amy P. Felty , University of Ottawa
Azzedine Boukerche , University of Ottawa
Azzedine F. M. Boukerche , University of Ottawa
Carlisle Adams , University of Ottawa
Carlisle M. Adams , University of Ottawa
Dan Ionescu , University of Ottawa
Daniel Amyot , University of Ottawa
Diana Inkpen , University of Ottawa
Diana Zaiu Inkpen , University of Ottawa
Dimitrios Makrakis , University of Ottawa
Dimitris Makrakis , University of Ottawa
Emil M. Petriu , University of Ottawa
Eric Dubois 0002 , University of Ottawa
Gregor von Bochmann , University of Ottawa
Guy-Vincent Jourdan , University of Ottawa
H. T. Mouftah , University of Ottawa
Hasan Ural , University of Ottawa
Herna L. Viktor , University of Ottawa
Herna Lydia Viktor , University of Ottawa
Hilmi R. Dajani , University of Ottawa
Hussein T. Mouftah , University of Ottawa
Iluju Kiringa , University of Ottawa
Jean-Lou De Carufel , University of Ottawa
Jiying Zhao , University of Ottawa
Jochen Lang , University of Ottawa
Liam Peyton , University of Ottawa
Lucia Moura , University of Ottawa
Marcel Turcotte , University of Ottawa
Martin Bouchard , University of Ottawa
Miodrag Bolic , University of Ottawa
Nejib Zaguia , University of Ottawa
Oliver W. W. Yang , University of Ottawa
Oliver Yang , University of Ottawa
Paola Flocchini , University of Ottawa
Pascal Fallavollita , University of Ottawa
Pierre Payeur , University of Ottawa
Robert Laganière , University of Ottawa
Shervin Shirmohammadi , University of Ottawa
Stan Szpakowicz , University of Ottawa
Stanislaw Szpakowicz , University of Ottawa
Stéphane S. Somé , University of Ottawa
Stéphane Sotèg Somé , University of Ottawa
Sylvia C. Boyd , University of Ottawa
Tet Hin Yeap , University of Ottawa
Thomas Tran , University of Ottawa
Timothy C. Lethbridge , University of Ottawa
Timothy Lethbridge , University of Ottawa
Vida Dujmovic , University of Ottawa
Voicu Groza , University of Ottawa
Voicu Z. Groza , University of Ottawa
Wail Gueaieb , University of Ottawa
Wonsook Lee , University of Ottawa
Yongyi Mao , University of Ottawa
A. W. Roscoe , University of Oxford
A. William Roscoe , University of Oxford
Agathoniki Trigoni , University of Oxford
Alessandro Abate , University of Oxford
Alex Rogers , University of Oxford
Andrew C. Simpson , University of Oxford
Andrew D. Ker , University of Oxford
Andrew David Ker , University of Oxford
Andrew Markham , University of Oxford
Andrew Simpson , University of Oxford
Bernardo Cuenca Grau , University of Oxford
Bill Roscoe , University of Oxford
Blanca Rodríguez Bravo , University of Oxford
Bob Coecke , University of Oxford
Boris Motik , University of Oxford
C.-H. Luke Ong , University of Oxford
Cas Cremers , University of Oxford
Cas J. F. Cremers , University of Oxford
Dan Olteanu , University of Oxford
Daniel Kroening , University of Oxford
Daniel Kröning , University of Oxford
David Gavaghan , University of Oxford
David J. Gavaghan , University of Oxford
David Kay , University of Oxford
Edith Elkind , University of Oxford
Elias Koutsoupias , University of Oxford
Gavin Lowe , University of Oxford
Georg Gottlob , University of Oxford
Ian Horrocks , University of Oxford
Ivan Flechais , University of Oxford
Ivan Martinovic , University of Oxford
James Worrell 0001 , University of Oxford
Jeremy Gibbons , University of Oxford
Jim Davies , University of Oxford
Jim R. Davies , University of Oxford
Jonathan Barrett , University of Oxford
Jonathan P. Whiteley , University of Oxford
Kasper Bonne Rasmussen , University of Oxford
Leslie A. Henderson , University of Oxford
Leslie Ann Goldberg , University of Oxford
Luke Ong , University of Oxford
Marina Jirotka , University of Oxford
Marta Kwiatkowska , University of Oxford
Marta Z. Kwiatkowska , University of Oxford
Martin Andrews , University of Oxford
Michael Benedikt , University of Oxford
Michael J. Wooldridge , University of Oxford
Michael Wooldridge , University of Oxford
Mike Spivey , University of Oxford
Nando de Freitas , University of Oxford
Nigel R. Shadbolt , University of Oxford
Nigel Shadbolt , University of Oxford
Niki Trigoni , University of Oxford
Paul Goldberg , University of Oxford
Paul W. Goldberg , University of Oxford
Peter G. Jeavons , University of Oxford
Peter Jeavons , University of Oxford
Phil Blunsom , University of Oxford
Rahul Santhanam , University of Oxford
Richard S. Bird , University of Oxford
S. J. Creese , University of Oxford
Sadie Creese , University of Oxford
Sam Staton , University of Oxford
Samson Abramsky , University of Oxford
Shimon Whiteson , University of Oxford
Stanislav Zivny , University of Oxford
Stefan Kiefer , University of Oxford
Stephen Cameron , University of Oxford
Stephen G. Pulman , University of Oxford
Stephen P. Cameron , University of Oxford
Stephen Pulman , University of Oxford
Thomas F. Melham , University of Oxford
Thomas Lukasiewicz , University of Oxford
Tom Melham , University of Oxford
Ursula Martin , University of Oxford
Vojtech Forejt , University of Oxford
Björn W. Schuller , University of Passau
Burkhard Freitag , University of Passau
Christian Lengauer , University of Passau
Fabian R. Wirth , University of Passau
Fabian Wirth , University of Passau
Hans P. Reiser , University of Passau
Hans Peter Reiser , University of Passau
Harald Kosch , University of Passau
Hermann de Meer , University of Passau
Ilia Polian , University of Passau
Janet Feigenspan , University of Passau
Janet Siegmund , University of Passau
Joachim Posegga , University of Passau
Martin Kreuzer , University of Passau
Matthias Kranz , University of Passau
Michael Granitzer , University of Passau
Oliver Amft , University of Passau
Siegfried Handschuh , University of Passau
Sven Apel , University of Passau
Tomas Sauer , University of Passau
Aaron Leon Roth , University of Pennsylvania
Aaron Roth , University of Pennsylvania
Alexander Rakhlin , University of Pennsylvania
Andre Scedrov , University of Pennsylvania
Andreas Haeberlen , University of Pennsylvania
Andrej Scedrov , University of Pennsylvania
André DeHon , University of Pennsylvania
Ani Nenkova , University of Pennsylvania
Benjamin C. Pierce , University of Pennsylvania
Boon Thau Loo , University of Pennsylvania
Camillo J. Taylor , University of Pennsylvania
Chenfanfu Jiang , University of Pennsylvania
Chris Callison-Burch , University of Pennsylvania
Dan Roth , University of Pennsylvania
Daniel D. Lee , University of Pennsylvania
Daniel E. Koditschek , University of Pennsylvania
George J. Pappas , University of Pennsylvania
Insup Lee , University of Pennsylvania
James C. Gee , University of Pennsylvania
Jean Gallier , University of Pennsylvania
Jean H. Gallier , University of Pennsylvania
Jianbo Shi , University of Pennsylvania
Joseph Devietti , University of Pennsylvania
Konstantinos Daniilidis , University of Pennsylvania
Kostas Daniilidis , University of Pennsylvania
Li-San Wang , University of Pennsylvania
Linh T. X. Phan , University of Pennsylvania
Linh Thi Xuan Phan , University of Pennsylvania
Lyle H. Ungar , University of Pennsylvania
Mark Liberman , University of Pennsylvania
Matt Blaze , University of Pennsylvania
Max Mintz , University of Pennsylvania
Mayur Naik , University of Pennsylvania
Michael Kearns , University of Pennsylvania
Michael S. Kearns , University of Pennsylvania
Mitch Marcus , University of Pennsylvania
Mitchell Marcus , University of Pennsylvania
Mitchell P. Marcus , University of Pennsylvania
Nadia Heninger , University of Pennsylvania
Norman I. Badler , University of Pennsylvania
Rahul Mangharam , University of Pennsylvania
Rajeev Alur , University of Pennsylvania
Rakesh V. Vohra , University of Pennsylvania
Rakesh Vohra , University of Pennsylvania
S. Hamed Hassani , University of Pennsylvania
Sampath Kannan , University of Pennsylvania
Sanjeev Khanna , University of Pennsylvania
Sasha Rakhlin , University of Pennsylvania
Seyed Hamed Hassani , University of Pennsylvania
Shivani Agarwal 0001 , University of Pennsylvania
Stephanie Weirich , University of Pennsylvania
Steve Zdancewic , University of Pennsylvania
Sudipto Guha , University of Pennsylvania
Susan B. Davidson , University of Pennsylvania
Val Breazu-Tannen , University of Pennsylvania
Val Tannen , University of Pennsylvania
Valeriu Breazu , University of Pennsylvania
Vijay Kumar 0001 , University of Pennsylvania
Vincent Liu , University of Pennsylvania
Zachary G. Ives , University of Pennsylvania
Alessio Micheli , University of Pisa
Alina Sirbu , University of Pisa
Andrea Corradini , University of Pisa
Andrea Maggiolo Schettini , University of Pisa
Andrea Marino , University of Pisa
Anna Bernasconi 0001 , University of Pisa
Anna Monreale , University of Pisa
Antonio Brogi , University of Pisa
Antonio Cisternino , University of Pisa
Antonio Frangioni , University of Pisa
Augusto Ciuffoletti , University of Pisa
Carlo Montangero , University of Pisa
Chiara Bodei , University of Pisa
Claudio Gallicchio , University of Pisa
Daniele Mazzei , University of Pisa
Davide Bacciu , University of Pisa
Dino Pedreschi , University of Pisa
Egon Boerger , University of Pisa
Fabio Gadducci , University of Pisa
Fabrizio Baiardi , University of Pisa
Fabrizio Luccio , University of Pisa
Federico Giovanni Poloni , University of Pisa
Francesca Levi , University of Pisa
Francesco Romani , University of Pisa
Franco Turini , University of Pisa
Gabriele Mencagli , University of Pisa
Giancarlo Bigi , University of Pisa
Giandomenico Mastroeni , University of Pisa
Gianluigi Ferrari , University of Pisa
Gianna Del Corso , University of Pisa
Giorgio Ghelli , University of Pisa
Giovanna Rosone , University of Pisa
Giuseppe Attardi , University of Pisa
Giuseppe Prencipe , University of Pisa
Laura Galli , University of Pisa
Laura Ricci , University of Pisa
Laura Semini , University of Pisa
Linda Pagli , University of Pisa
Luca Gemignani , University of Pisa
Marco Bellia , University of Pisa
Marco Danelutto , University of Pisa
Maria Eugenia Occhiuto , University of Pisa
Maria Grazia Scutellà , University of Pisa
Maria Simi , University of Pisa
Massimo Pappalardo , University of Pisa
Massimo Torquati , University of Pisa
Maurizio Bonuccelli , University of Pisa
Mauro Passacantando , University of Pisa
Nadia Pisanti , University of Pisa
Paolo Ferragina , University of Pisa
Paolo Mancarella , University of Pisa
Paolo Milazzo , University of Pisa
Pierpaolo Degano , University of Pisa
Roberta Gori , University of Pisa
Roberto Barbuti , University of Pisa
Roberto Bruni , University of Pisa
Roberto Grossi , University of Pisa
Rossano Venturini , University of Pisa
Salvatore Ruggieri , University of Pisa
Stefano Chessa , University of Pisa
Susanna Pelagatti , University of Pisa
Ugo Montanari , University of Pisa
Vincenzo Ambriola , University of Pisa
Vincenzo Gervasi , University of Pisa
Adam J. Lee , University of Pittsburgh
Alexandros Labrinidis , University of Pittsburgh
Bruce R. Childers , University of Pittsburgh
Daniel Mossé , University of Pittsburgh
Diane J. Litman , University of Pittsburgh
Donald M. Chiarulli , University of Pittsburgh
Janyce Wiebe , University of Pittsburgh
Jingtao Wang , University of Pittsburgh
John R. Lange , University of Pittsburgh
Kirk Pruhs , University of Pittsburgh
Milos Hauskrecht , University of Pittsburgh
Panos K. Chrysanthis , University of Pittsburgh
Rami G. Melhem , University of Pittsburgh
Rebecca Hwa , University of Pittsburgh
Sangyeun Cho , University of Pittsburgh
Shi-Kuo Chang , University of Pittsburgh
Taieb F. Znati , University of Pittsburgh
Taieb Znati , University of Pittsburgh
Youtao Zhang , University of Pittsburgh
Aleksandar D. Rakic , University of Queensland
Alexander Pudmenzky , University of Queensland
Amin M. Abbosh , University of Queensland
Andrew Dekker , University of Queensland
Ben Matthews , University of Queensland
Brian C. Lovell , University of Queensland
Brian Lovell , University of Queensland
Daniel Angus , University of Queensland
David Andrew Ross , University of Queensland
Feng Liu , University of Queensland
Garry Marling , University of Queensland
Graeme Smith , University of Queensland
Gregory Hooper , University of Queensland
Hanna Kurniawati , University of Queensland
Heng Tao Shen , University of Queensland
Ian J. Hayes , University of Queensland
Jadwiga Indulska , University of Queensland
Jane Hunter , University of Queensland
Janet Wiles , University of Queensland
Joel Carpenter , University of Queensland
Larissa A. Meinicke , University of Queensland
Larissa Meinicke , University of Queensland
Lorna MacDonald , University of Queensland
Marcus Gallagher , University of Queensland
Marcus R. Gallagher , University of Queensland
Marius Portmann , University of Queensland
Michael Bruenig , University of Queensland
Michael Brünig , University of Queensland
Mohamed A. Sharaf , University of Queensland
Mohamed Sharaf , University of Queensland
Nadarajah Mithulananthan , University of Queensland
Neil Bergmann , University of Queensland
Neil W. Bergmann , University of Queensland
Olav Krause , University of Queensland
Paul E. I. Pounds , University of Queensland
Paul Pounds , University of Queensland
Penny Sanderson , University of Queensland
Peter O'Shea , University of Queensland
Peter R. Sutton , University of Queensland
Peter Sutton , University of Queensland
Philip Terrill , University of Queensland
Rahul Sharma 0003 , University of Queensland
Richard N. Thomas , University of Queensland
Saeid Mehrkanoon , University of Queensland
Shazia Sadiq , University of Queensland
Shazia W. Sadiq , University of Queensland
Shazia Wasim Sadiq , University of Queensland
Stephen James Wilson , University of Queensland
Stephen Viller , University of Queensland
Stuart Crozier , University of Queensland
Surya P. N. Singh , University of Queensland
Tapan K. Saha , University of Queensland
Tapan Kumar Saha , University of Queensland
Udantha R. Abeyratne , University of Queensland
Udantha Ranjith Abeyratne , University of Queensland
Xiaofang Zhou , University of Queensland
Xue Li , University of Queensland
Yufei Tao , University of Queensland
Zi Helen Huang , University of Queensland
Zi Huang , University of Queensland
Chen Ding , University of Rochester
Chenliang Xu , University of Rochester
Christopher M. Brown , University of Rochester
Daniel Gildea , University of Rochester
Daniel Stefankovic , University of Rochester
Engin Ipek , University of Rochester
Henry A. Kautz , University of Rochester
James F. Allen , University of Rochester
Ji Liu 0002 , University of Rochester
Jiebo Luo , University of Rochester
Joel I. Seiferas , University of Rochester
John Criswell , University of Rochester
Kai Shen , University of Rochester
Lane A. Hemachandra , University of Rochester
Lane A. Hemaspaandra , University of Rochester
Lenhart K. Schubert , University of Rochester
Michael C. Huang , University of Rochester
Michael L. Scott , University of Rochester
Michael Lee Scott , University of Rochester
Mohammed (Ehsan) Hoque , University of Rochester
Mohammed E. Hoque , University of Rochester
Muthuramakrishnan Venkitasubramaniam , University of Rochester
Randal C. Nelson , University of Rochester
Sandhya Dwarkadas , University of Rochester
Sreepathi Pai , University of Rochester
Thomas M. Howard , University of Rochester
Yuhao Zhu , University of Rochester
Adele A. Rescigno , University of Salerno
Adele Anna Rescigno , University of Salerno
Alberto Negro , University of Salerno
Alberto Postiglione , University of Salerno
Alfredo De Santis , University of Salerno
Amelia G. Nobile , University of Salerno
Andrea De Lucia , University of Salerno
Andrea F. Abate , University of Salerno
Andrea Francesco Abate , University of Salerno
Angelo Marcelli , University of Salerno
Annalisa De Bonis , University of Salerno
Antonio Della Cioppa , University of Salerno
Barbara Masucci , University of Salerno
Bruno Carpentieri , University of Salerno
Carlo Blundo , University of Salerno
Carmine Gravino , University of Salerno
Clelia De Felice , University of Salerno
Clelia de Felice , University of Salerno
Delfina Malandrino , University of Salerno
Diodato Ferraioli , University of Salerno
Domenico Parente , University of Salerno
Donatello Conte , University of Salerno
Enrico Fischetti , University of Salerno
Filomena De Santis , University of Salerno
Filomena Ferrucci , University of Salerno
Francesco A. N. Palmieri , University of Salerno
Francesco Colace , University of Salerno
Francesco Orciuoli , University of Salerno
Francesco Palmieri , University of Salerno
Gennaro Costagliola , University of Salerno
Gennaro Percannella , University of Salerno
Genny Tortora , University of Salerno
Genoveffa Tortora , University of Salerno
Giancarlo Nota , University of Salerno
Gianluca De Marco , University of Salerno
Giuliana Vitiello , University of Salerno
Giuseppe Cattaneo , University of Salerno
Giuseppe Persiano , University of Salerno
Giuseppe Polese , University of Salerno
Ivan Visconti , University of Salerno
Luisa Gargano , University of Salerno
Marcella Anselmo , University of Salerno
Margherita Napoli , University of Salerno
Mario Vento , University of Salerno
Massimo De Santo , University of Salerno
Matteo Gaeta , University of Salerno
Maurizio Tucci , University of Salerno
Michele Nappi , University of Salerno
Mimmo Parente , University of Salerno
Monica Sebillo , University of Salerno
Paolo D'Arco , University of Salerno
Pasquale Foggia , University of Salerno
Pierluigi Ritrovato , University of Salerno
Pino Persiano , University of Salerno
Riccardo Distasi , University of Salerno
Rita Francese , University of Salerno
Roberto De Prisco , University of Salerno
Roberto Tagliaferri , University of Salerno
Rosalba Zizza , University of Salerno
Sabrina Senatore , University of Salerno
Salvatore La Torre , University of Salerno
Ugo Vaccaro , University of Salerno
Vincenzo Auletta , University of Salerno
Vincenzo Deufemia , University of Salerno
Vincenzo Loia , University of Salerno
Vittorio Fuccella , University of Salerno
Vittorio Scarano , University of Salerno
Carl A. Gutwin , University of Saskatchewan
Carl Gutwin , University of Saskatchewan
Chanchal Roy , University of Saskatchewan
Christopher Dutchyn , University of Saskatchewan
Christopher J. Dutchyn , University of Saskatchewan
Derek Eager , University of Saskatchewan
Dwight Makaroff , University of Saskatchewan
Eric Neufeld , University of Saskatchewan
Ian McQuillan , University of Saskatchewan
Ian Stavness , University of Saskatchewan
Jim Carter , University of Saskatchewan
Jim Greer , University of Saskatchewan
Julita Vassileva , University of Saskatchewan
Kevin Schneider , University of Saskatchewan
Kevin Stanley , University of Saskatchewan
Mark Eramian , University of Saskatchewan
Mark Keil , University of Saskatchewan
Matthew Links , University of Saskatchewan
Michael Horsch , University of Saskatchewan
Nadeem Jamali , University of Saskatchewan
Nathaniel D. Osgood , University of Saskatchewan
Nathaniel Osgood , University of Saskatchewan
Ralph Deters , University of Saskatchewan
Raymond Spiteri , University of Saskatchewan
Regan Mandryk , University of Saskatchewan
Tony Kusalik , University of Saskatchewan
Enhong Chen , University of Science and Technology of China
Hong An , University of Science and Technology of China
Huanhuan Chen , University of Science and Technology of China
Kai Xing , University of Science and Technology of China
Ke Tang , University of Science and Technology of China
Lan Zhang , University of Science and Technology of China
Lihua Yue , University of Science and Technology of China
Liusheng Huang , University of Science and Technology of China
Naijie Gu , University of Science and Technology of China
Panlong Yang , University of Science and Technology of China
Xiang-Yang Li , University of Science and Technology of China
Xiaoping Chen , University of Science and Technology of China
Xike Xie , University of Science and Technology of China
Xinming Zhang , University of Science and Technology of China
Xinyu Feng , University of Science and Technology of China
Xuehai Zhou , University of Science and Technology of China
Yan Xiong , University of Science and Technology of China
Yinlong Xu , University of Science and Technology of China
Adriana Iamnitchi , University of South Florida
Alessio Gaspar , University of South Florida
Alfredo Weitzenfeld , University of South Florida
Alfredo Weitzenfeld Ridel , University of South Florida
Dmitry Goldgof , University of South Florida
Hao Zheng , University of South Florida
Jarred Ligatti , University of South Florida
Jay Ligatti , University of South Florida
Kenneth Christensen , University of South Florida
Lawrence Hall , University of South Florida
Les A. Piegl , University of South Florida
Miguel Labrador , University of South Florida
Paul Rosen , University of South Florida
Rafael Perez , University of South Florida
Rangachar Kasturi , University of South Florida
Srinivas Katkoori , University of South Florida
Sriram Chellappan , University of South Florida
Sudeep Sarkar , University of South Florida
William Armitage , University of South Florida
Xinming Ou , University of South Florida
Xinming Simon Ou , University of South Florida
Yao Liu , University of South Florida
Yi-Cheng Tu , University of South Florida
Yicheng Tu , University of South Florida
Yu Sun , University of South Florida
Aiichiro Nakano , University of Southern California
Aleksandra Korolova , University of Southern California
Aristides A. G. Requicha , University of Southern California
Barry W. Boehm , University of Southern California
Ben Reichardt , University of Southern California
Ben W. Reichardt , University of Southern California
Bhaskar Krishnamachari , University of Southern California
C. S. Raghavendra , University of Southern California
C.-C. Jay Kuo , University of Southern California
Cauligi S. Raghavendra , University of Southern California
Chao Wang 0001 , University of Southern California
Chung-Chieh Jay Kuo , University of Southern California
Cyrus Shahabi , University of Southern California
David Kempe 0001 , University of Southern California
Dennis McLeod , University of Southern California
Ellis Horowitz , University of Southern California
Fei Sha , University of Southern California
Francisco J. Valero Cuevas , University of Southern California
G. Stefano Sukhatme , University of Southern California
Gaurav S. Sukhatme , University of Southern California
George A. Bekey , University of Southern California
Haipeng Luo , University of Southern California
Hao Li , University of Southern California
Ilias Diakonikolas , University of Southern California
Jeffrey A. Miller , University of Southern California
Jernej Barbic , University of Southern California
Joseph J. Lim , University of Southern California
Kai Hwang 0001 , University of Southern California
Kevin Knight , University of Southern California
Laurent Itti , University of Southern California
Leana Golubchik , University of Southern California
Leonard M. Adleman , University of Southern California
Leonard Max Adleman , University of Southern California
Maja J. Mataric , University of Southern California
Melvin A. Breuer , University of Southern California
Michael A. Arbib , University of Southern California
Michael S. Waterman , University of Southern California
Milind Tambe , University of Southern California
Ming-Deh A. Huang , University of Southern California
Ming-Deh Huang , University of Southern California
Morteza Dehghani , University of Southern California
Muhammad Naveed 0001 , University of Southern California
Murali Annavaram , University of Southern California
Nenad Medvidovic , University of Southern California
Nora Ayanian , University of Southern California
Paul E. Debevec , University of Southern California
Paul S. Rosenbloom , University of Southern California
